Market,Category,Business Name,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Total Wins,Email,Certainty %
Arlington & Mansfield,Pediatrician,Cook Children's Pediatrics,,,2015,,,,2019,2020,2021,2022,2023,6,,
Memorial,Italian Restaurant,Ciro's Italian GrInner Loopl,,2014,,,,,2019,2020,2021,2022,2023,6,,
McKinney & Allen,Acupuncture,Chiropractic Wellness Center,,,,,2017,2018,,2020,2021,2022,2023,6,,
Arlington & Mansfield,Seafood,Fish City Grill,,,,,2017,2018,,2020,2021,2022,2023,6,,
Frisco & Plano,CPA,Joe C. Hockaday CPA,,,,,2017,2018,,2020,2021,2022,2023,6,,
Flower Mound,Laser Hair Removal,Med Spa of Flower Mound,,,,,2017,2018,,2020,2021,2022,2023,6,,
Northeast Tarrant County,Title Company,Republic Title of Texas,,,,,2017,2018,,2020,2021,2022,2023,6,,
Prosper & Celina,College/University,Collin College,,,,2016,,2018,,2020,2021,2022,2023,6,,
Richardson & Murphy,Painting Company,Southern Painting,,,,2016,,2018,,2020,2021,2022,2023,6,,
Flower Mound,Grocer,Market Street,,,2015,,,2018,,2020,2021,2022,2023,6,,
Keller,Acupuncture,North Texas Whole Health Wellness Center,,,,2016,2017,,,2020,2021,2022,2023,6,,
Rockwall & Rowlett,Live Music,Southern Junction,,,,2016,2017,,,2020,2021,2022,2023,6,,
Katy & Fulshear,Nursery/Garden Center,Enchanted Gardens,,,,2016,2017,,,2020,2021,2022,2023,6,,
Richardson & Murphy,Pet Groomer,Cloud Nine Pet Resort,,,2015,,2017,,,2020,2021,2022,2023,6,,
McKinney & Allen,Carpet Restoration/Cleaning,Carpet Tech,,,2015,2016,,,,2020,2021,2022,2023,6,,
Rockwall & Rowlett,Painting Company,CertaProsper & Celina,,,2015,2016,,,,2020,2021,2022,2023,6,,
Fort Bend,Oral Surgeon,Fort Bend Oral Surgeons,,,2015,2016,,,,2020,2021,2022,2023,6,,
Arlington & Mansfield,Asian Restaurant,Blue Mint Thai & Asian Cuisine,2013,,,2016,,,,2020,2021,2022,2023,6,,
Rockwall & Rowlett,Steak,Culpepper Steak House,,2014,2015,,,,,2020,2021,2022,2023,6,,
Memorial,Seafood,Goode Company,,2014,2015,,,,,2020,2021,2022,2023,6,,
Rockwall & Rowlett,Bio-IDentontical Hormone Center,EVEXIAS Medical Center,,,,,2017,2018,2019,,2021,2022,2023,6,,
Richardson & Murphy,Facial Treatments,Facelogic Murphy,,,,,2017,2018,2019,,2021,2022,2023,6,,
Prosper & Celina,Steak,Texas Roadhouse,,,,,2017,2018,2019,,2021,2022,2023,6,,
Rockwall & Rowlett,Place for a Massage,My Herbal Massage,,,,2016,,2018,2019,,2021,2022,2023,6,,
Fort Bend,Lasik Surgeon,Mann Eye Institute,,,,2016,,2018,2019,,2021,2022,2023,6,,
Flower Mound,Psychiatrist,Mind Matters PsychiatryMD,,,,2016,2017,,2019,,2021,2022,2023,6,,
Flower Mound,CPA,Chandler & Knowles,,,2015,2016,,,2019,,2021,2022,2023,6,,
Arlington & Mansfield,General Surgeon,Surgical Associates of Arlington & Mansfieldsfield,,,,2016,2017,2018,,,2021,2022,2023,6,,
Frisco & Plano,Title Company,Republic Title of Texas,,,2015,,2017,2018,,,2021,2022,2023,6,,
Katy & Fulshear,Orthopedic Surgeon,"Orthopaedic Associates, LLP",2013,2014,,2016,,,,,2021,2022,2023,6,,
Rockwall & Rowlett,Car Wash,Hacienda Car Wash,2013,2014,2015,,,,,,2021,2022,2023,6,,
Fort Bend,Car Wash,Mister Car Wash,2013,2014,2015,,,,,,2021,2022,2023,6,,
Rockwall & Rowlett,Child Care,Essential Steps,,,,,2017,2018,2019,2020,,2022,2023,6,,
Cy-Fair,Insurance Agent (Auto & Home),State FaRichmond - Kristi Sebera,,,2015,,2017,,2019,2020,,2022,2023,6,,
Rockwall & Rowlett,Facial Treatments,Skin Envy,,2014,,,2017,,2019,2020,,2022,2023,6,,
Frisco & Plano,Podiatrist,Premier Foot & Ankle - Dr. Jaryl Korpinen,,2014,,,2017,2018,,2020,,2022,2023,6,,
Arlington & Mansfield,Bio-IDentontical Hormone Center,Institute for Hormonal Balance - Arlington & Mansfielddy Cotten,,2014,,2016,2017,,,2020,,2022,2023,6,,
Northeast Tarrant County,Private School,Covenant Christian Academy,,,,2016,2017,2018,2019,,,2022,2023,6,,
McKinney & Allen,Painting Company,Southern Painting,,,,2016,2017,2018,2019,,,2022,2023,6,,
Arlington & Mansfield,Internal Medicine Doctor,John Thurmond and Associates,,,2015,,2017,2018,2019,,,2022,2023,6,,
The Woodlands,Medspa,Body Benefits Medspa,2013,,2015,2016,,,2019,,,2022,2023,6,,
Fort Bend,Florist,Nora Anne's Flower Shoppe,2013,2014,,2016,,,2019,,,2022,2023,6,,
Rockwall & Rowlett,Bank/Financial Institution,American National Bank,2013,2014,2015,,2017,,,,,2022,2023,6,,
McKinney & Allen,Bridal Store,LeAnn's Bridal,,,,,2017,2018,2019,2020,2021,,2023,6,,
Richardson & Murphy,Indian Restaurant,Mumtaz Indian Restaurant,,,,,2017,2018,2019,2020,2021,,2023,6,,
Coppell & North Irving,Indian Restaurant,Our Place,,,,,2017,2018,2019,2020,2021,,2023,6,,
The Woodlands,Sleep Doctor/Specialist,Sleep Health Clinic of The Woodlands,,,,,2017,2018,2019,2020,2021,,2023,6,,
Richardson & Murphy,Emergency Room,Methodist Richardson & Murphyardson Medical Center,,,,2016,,2018,2019,2020,2021,,2023,6,,
Katy & Fulshear,Pest Control,Bugs Incorporated,,,,2016,2017,,2019,2020,2021,,2023,6,,
Memorial,Maid/Cleaning Service,MaidPro,,,,2016,2017,,2019,2020,2021,,2023,6,,
Coppell & North Irving,Patio & Bar Restaurant,J Macklin's Grill,2013,,,,2017,,2019,2020,2021,,2023,6,,
Katy & Fulshear,Health Food Store,Sprouts FaRichmonders Market,,2014,,2016,,,2019,2020,2021,,2023,6,,
Northeast Tarrant County,Pest Control,Mid Cities Pest Control,,,,2016,2017,2018,,2020,2021,,2023,6,,
Northeast Tarrant County,Neurosurgeon,Spine Team Texas,,,,2016,2017,2018,,2020,2021,,2023,6,,
Flower Mound,General Surgeon,Dr. Ralph Parker,,,2015,,2017,2018,,2020,2021,,2023,6,,
Keller,Maid/Cleaning Service,Polished Cleaning,,,2015,,2017,2018,2019,,2021,,2023,6,,
Northeast Tarrant County,Nursery/GarDenton Center,Mike's GarDenton Center,,2014,,2016,,2018,2019,,2021,,2023,6,,
Cy-Fair,Urgent Care,Excel Urgent Care,,2014,2015,,,2018,2019,,2021,,2023,6,,
Katy & Fulshear,Mexican Restaurant,Lupe TortInner Looplas,,2014,,2016,2017,,2019,,2021,,2023,6,,
Fort Bend,Seafood,Pier 36,,2014,2015,,2017,,2019,,2021,,2023,6,,
Katy & Fulshear,Pizza,Grimaldi's Pizzeria,,2014,2015,2016,2017,,,,2021,,2023,6,,
Katy & Fulshear,Flooring Store,EZ Floors,2013,2014,,2016,2017,,,,2021,,2023,6,,
Coppell & North Irving,Bio-IDentontical Hormone Center,Forum Health formerly LifeStream Health Centre,,,2015,,2017,2018,2019,2020,,,2023,6,,
Richardson & Murphy,Deli,Jason's Deli,,,2015,,2017,2018,2019,2020,,,2023,6,,
Prosper & Celina,Spine Surgeon,North Texas Brain & Spine Specialists - Dr. Jean Louis Benae M.D.,,,2015,2016,2017,,2019,2020,,,2023,6,,
Rockwall & Rowlett,Periodontist,North Texas Periodontal Specialists,,,2015,2016,2017,2018,,2020,,,2023,6,,
Northeast Tarrant County,ENT,Texas Ear Nose & Throat Specialists,,2014,,2016,2017,2018,,2020,,,2023,6,,
Fort Bend,Pool Company,Emerald Pools,,2014,2015,2016,2017,,,2020,,,2023,6,,
Richardson & Murphy,Financial Advisor,Edward Jones - Bryan Townley,,,2015,2016,2017,2018,2019,,,,2023,6,,
Memorial,Steak,Taste of Texas,,2014,2015,2016,2017,,2019,,,,2023,6,,
Arlington & Mansfield,Deli,Jason's Deli,2013,,2015,2016,2017,,2019,,,,2023,6,,
Cy-Fair,Furniture Store,Waller Rustic Furniture,,2014,2015,2016,2017,2018,,,,,2023,6,,
Fort Bend,FamInner Loopy Dentist,C & C Dental,2013,2014,2015,2016,2017,,,,,,2023,6,,
Flower Mound,Endodontist,"Associates in (PIE) Periodontics, Implantology, and Endodontics",,,,,,,2019,2020,2021,2022,2023,5,,
Frisco & Plano,Cosmetic Surgeon,Beyond Beautiful,,,,,,,2019,2020,2021,2022,2023,5,,
Northeast Tarrant County,Family Dentontist,"Brad Moss, DDS",,,,,,,2019,2020,2021,2022,2023,5,,
Prosper & Celina,Urgent Care,CommunityMed Family Urgent Care,,,,,,,2019,2020,2021,2022,2023,5,,
McKinney & Allen,Dermatologist,Dermatology Center of McKinney & Alleninney,,,,,,,2019,2020,2021,2022,2023,5,,
McKinney & Allen,Laser Hair Removal,Dermatology Center of McKinney & Alleninney,,,,,,,2019,2020,2021,2022,2023,5,,
Arlington & Mansfield,Patio & Bar Restaurant,El Primo's,,,,,,,2019,2020,2021,2022,2023,5,,
Northeast Tarrant County,Insurance Agent (Auto & Home),Farmers Insurance - Tina Ferguson,,,,,,,2019,2020,2021,2022,2023,5,,
Flower Mound,Allergist,Flower Mound Allergy & Asthma Center,,,,,,,2019,2020,2021,2022,2023,5,,
Frisco & Plano,Active Adult/Retirement Community,Frisco Lakes - Del Webb,,,,,,,2019,2020,2021,2022,2023,5,,
Rockwall & Rowlett,Roofing Company,Graves Roofing & Restoration,,,,,,,2019,2020,2021,2022,2023,5,,
Northeast Tarrant County,Place for Botox,Greer Dermatology,,,,,,,2019,2020,2021,2022,2023,5,,
Prosper & Celina,Sushi,Hana Hibachi & Sushi,,,,,,,2019,2020,2021,2022,2023,5,,
Frisco & Plano,Jewelry Store,Jalin Jewelers,,,,,,,2019,2020,2021,2022,2023,5,,
Flower Mound,Attorney - Criminal Defense,Jimenez Law Firm,,,,,,,2019,2020,2021,2022,2023,5,,
Rockwall & Rowlett,Ophthalmologist,Key WhitArlington & Mansfield Eye Center,,,,,,,2019,2020,2021,2022,2023,5,,
Flower Mound,Pain Arlington & Mansfieldagement,Liberty Pain Associates,,,,,,,2019,2020,2021,2022,2023,5,,
Northeast Tarrant County,Hair Salon,Modern Muse Hair & Color Studio,,,,,,,2019,2020,2021,2022,2023,5,,
Frisco & Plano,Photographer,Natalie Roberson Photography,,,,,,,2019,2020,2021,2022,2023,5,,
Arlington & Mansfield,Women's Boutique,Paisley Grace Boutique,,,,,,,2019,2020,2021,2022,2023,5,,
Richardson & Murphy,Acupuncture,Pearl Acupuncture,,,,,,,2019,2020,2021,2022,2023,5,,
Rockwall & Rowlett,Family Practice Doctor/Group,Sandknop Health Group,,,,,,,2019,2020,2021,2022,2023,5,,
Keller,Remodeler,Signature Home Services,,,,,,,2019,2020,2021,2022,2023,5,,
Prosper & Celina,Barbecue,Tender Smokehouse,,,,,,,2019,2020,2021,2022,2023,5,,
McKinney & Allen,Maid/Cleaning Service,The Cleaning Force,,,,,,,2019,2020,2021,2022,2023,5,,
Northeast Tarrant County,Attorney - Family & Divorce,"The Law Office of Dana L. White, PLLC",,,,,,,2019,2020,2021,2022,2023,5,,
McKinney & Allen,Burgers,The One and Only Burger,,,,,,,2019,2020,2021,2022,2023,5,,
Richardson & Murphy,Memory Care Facility,Twin Rivers Assisted Living & Memory Care,,,,,,,2019,2020,2021,2022,2023,5,,
Frisco & Plano,Wedding/Event Venue,Verona Villa,,,,,,,2019,2020,2021,2022,2023,5,,
Coppell & North Irving,Steak,Victor's Wood Grill,,,,,,,2019,2020,2021,2022,2023,5,,
Katy & Fulshear,Cosmetic Dentist,Center for Integrative Wellness & Cosmetic Dentist,,,,,,,2019,2020,2021,2022,2023,5,,
Memorial,Patio Furniture Company,Chair King Bay Area & Friendswoodckyard Store,,,,,,,2019,2020,2021,2022,2023,5,,
The Woodlands,Pool Company,Hipp Pools,,,,,,,2019,2020,2021,2022,2023,5,,
Katy & Fulshear,Patio & Bay Area & Friendswoodr Restaurant,Local Table,,,,,,,2019,2020,2021,2022,2023,5,,
Cy-Fair,Carpet Restoration/Cleaning,Steam Commander,,,,,,,2019,2020,2021,2022,2023,5,,
Katy & Fulshear,College/University,University of Houston - Victoria,,,,,,,2019,2020,2021,2022,2023,5,,
Arlington & Mansfield,Orthopedic Surgeon,AOA Orthopedic Specialists,,,,,,2018,,2020,2021,2022,2023,5,,
Keller,Dermatologist,Epiphany Dermatology,,,,,,2018,,2020,2021,2022,2023,5,,
Keller,Neurologist,Kane Hall Barry Neurology,,,,,,2018,,2020,2021,2022,2023,5,,
Keller,Insurance Agent (Auto & Home),Kirkwood Agency,,,,,,2018,,2020,2021,2022,2023,5,,
Keller,Mexican Restaurant,Maria Cuca's Mexican Cuisine,,,,,,2018,,2020,2021,2022,2023,5,,
Flower Mound,Pulmonologist,North Texas Pulmonary Critical Care,,,,,,2018,,2020,2021,2022,2023,5,,
The Woodlands,Gastroenterologist,Digestive Specialists,,,,,,2018,,2020,2021,2022,2023,5,,
The Woodlands,Orthopedic Surgeon,Sterling Ridge Orthopaedics & Sports Medicine,,,,,,2018,,2020,2021,2022,2023,5,,
Prosper & Celina,Grocer,Kroger,,,,,2017,,,2020,2021,2022,2023,5,,
Rockwall & Rowlett,Early Education,Marigold ABA Therapy Center,,,,,2017,,,2020,2021,2022,2023,5,,
Rockwall & Rowlett,Flooring Store,PK Floors Plus,,,,,2017,,,2020,2021,2022,2023,5,,
Arlington & Mansfield,Local Weight Loss Prosper & Celinagram,Slim4Life,,,,,2017,,,2020,2021,2022,2023,5,,
Frisco & Plano,Spine Surgeon,Texas Back Institute,,,,,2017,,,2020,2021,2022,2023,5,,
Katy & Fulshear,Furniture Store,Gallery Furniture,,,,,2017,,,2020,2021,2022,2023,5,,
Fort Bend,Neurosurgeon,Texas Spine & Neurosurgery Center,,,,,2017,,,2020,2021,2022,2023,5,,
Richardson & Murphy,Florist,Wylie Flower & Gift,,,,2016,,,,2020,2021,2022,2023,5,,
Cy-Fair,Oral Surgeon,Cy-Fairpress Oral & MaxInner Looplofacial Surgery,,,2015,,,,,2020,2021,2022,2023,5,,
Memorial,Furniture Store,Gallery Furniture,,,2015,,,,,2020,2021,2022,2023,5,,
Fort Bend,Golf Course,QuaInner Loop Valley Golf Club,,,2015,,,,,2020,2021,2022,2023,5,,
Keller,Private School,Fort Worth Christian School,,2014,,,,,,2020,2021,2022,2023,5,,
Coppell & North Irving,Oncologist,Texas Oncology,,2014,,,,,,2020,2021,2022,2023,5,,
McKinney & Allen,Attorney - Personal Injury,"Burress Law, PLLC",2013,,,,,,,2020,2021,2022,2023,5,,
Frisco & Plano,Endodontist,North Texas Endodontic Associates,2013,,,,,,,2020,2021,2022,2023,5,,
Northeast Tarrant County,Oncologist,Texas Oncology,2013,,,,,,,2020,2021,2022,2023,5,,
Arlington & Mansfield,Heating/Air Company,"Comfort Experts, Inc",,,,,,2018,2019,,2021,2022,2023,5,,
Arlington & Mansfield,Place for Craft Beer,Dirty Job Brewing,,,,,,2018,2019,,2021,2022,2023,5,,
Northeast Tarrant County,Door Company,Love That Door,,,,,,2018,2019,,2021,2022,2023,5,,
Richardson & Murphy,ENT,North Dallas Ear Nose & Throat,,,,,,2018,2019,,2021,2022,2023,5,,
Arlington & Mansfield,Ophthalmologist,Paragon Eye Associates,,,,,,2018,2019,,2021,2022,2023,5,,
McKinney & Allen,Barre Class,Pure Barre,,,,,,2018,2019,,2021,2022,2023,5,,
Northeast Tarrant County,Rheumatologist,Rheumatology Associates,,,,,,2018,2019,,2021,2022,2023,5,,
The Woodlands,Patio & Bay Area & Friendswoodr Restaurant,The Republic GrInner Loople,,,,,,2018,2019,,2021,2022,2023,5,,
McKinney & Allen,Ophthalmologist,Heritage Eye Center,,,,,2017,,2019,,2021,2022,2023,5,,
Flower Mound,Music Studio/Lessons,New Song School of Arts,,,,,2017,,2019,,2021,2022,2023,5,,
Prosper & Celina,Insurance Agent (Health),Prosper & Celinasper Insurance Center - David Huck,,,,,2017,,2019,,2021,2022,2023,5,,
The Woodlands,ChInner Loopd Care,Brighton Academy,,,,,2017,,2019,,2021,2022,2023,5,,
Katy & Fulshear,Patio Furniture Company,Chair King Bay Area & Friendswoodckyard Store,,,,,2017,,2019,,2021,2022,2023,5,,
McKinney & Allen,Wine Shop,McKinney & Alleninney Wine Merchant,,,2015,,,,2019,,2021,2022,2023,5,,
Arlington & Mansfield,Cosmetic Dentontist,Sandi Hamm DDS,,,,,2017,2018,,,2021,2022,2023,5,,
Arlington & Mansfield,Mexican Restaurant,El Primo's,,,,2016,,2018,,,2021,2022,2023,5,,
Keller,Bakery/Café,DeVivo Bros Eatery,,,,2016,2017,,,,2021,2022,2023,5,,
Keller,Italian Restaurant,DeVivo Bros Eatery,,,,2016,2017,,,,2021,2022,2023,5,,
Rockwall & Rowlett,Florist,Treasured Blossoms Flowers,,,,2016,2017,,,,2021,2022,2023,5,,
Katy & Fulshear,Internal Medicine Doctor,Katy Internal Medicine Associates,,2014,2015,,,,,,2021,2022,2023,5,,
The Woodlands,OB/GYN,Women's Healthcare AffInner Loopiates,2013,,2015,,,,,,2021,2022,2023,5,,
Northeast Tarrant County,Car Wash,Mustang Elite Car Wash & Lube Center,2013,2014,,,,,,,2021,2022,2023,5,,
Prosper & Celina,Car Dealership,Longo Toyota of Prosper & Celinasper,,,,,,2018,2019,2020,,2022,2023,5,,
Flower Mound,Ophthalmologist,North Dallas Eye Associates,,,,,,2018,2019,2020,,2022,2023,5,,
Flower Mound,Urologist,Urology Clinics of North Texas,,,,,,2018,2019,2020,,2022,2023,5,,
Rockwall & Rowlett,Home Health Agency,Sunrise Home Health,,,,,2017,,2019,2020,,2022,2023,5,,
Flower Mound,Yoga Class Studio,Urban Vybe,,,,,2017,,2019,2020,,2022,2023,5,,
Flower Mound,Emergency Room,Texas Health Presbyterian Flower Mound,,,,2016,,,2019,2020,,2022,2023,5,,
Fort Bend,Furniture Store,Gallery Furniture,,,,2016,,,2019,2020,,2022,2023,5,,
Memorial,Urgent Care,Next Level Urgent Care,,,,2016,,,2019,2020,,2022,2023,5,,
Keller,Podiatrist,Foot and Ankle Associates of North Texas,,,,2016,,2018,,2020,,2022,2023,5,,
Flower Mound,Gymnastics,Excite! Gym & Cheer,2013,,,,2017,,,2020,,2022,2023,5,,
The Woodlands,Bio-Identical HoRichmondone Center,The Woodlands Institute for Health & Wellness,,2014,,2016,,,,2020,,2022,2023,5,,
Keller,Hotel,Gaylord Texan,2013,,,2016,,,,2020,,2022,2023,5,,
Rockwall & Rowlett,Podiatrist,Advanced Foot Specialists,,,,2016,,2018,2019,,,2022,2023,5,,
McKinney & Allen,Deli,Jason's Deli,,,2015,,2017,,2019,,,2022,2023,5,,
Arlington & Mansfield,Cardiologist,Cardiology Partners,,,,2016,2017,2018,,,,2022,2023,5,,
Arlington & Mansfield,Florist,Flowers Etc.,,,,2016,2017,2018,,,,2022,2023,5,,
Frisco & Plano,Martial Arts,Tiger-Rockwall & Rowlett Martial Arts of Frisco,,2014,2015,,2017,,,,,2022,2023,5,,
Richardson & Murphy,Realtor,"Cynthia Lopez, Ebby Halliday Realtors",,,,,,2018,2019,2020,2021,,2023,5,,
Keller,Pet Boarding,Dogs Rule Resort,,,,,,2018,2019,2020,2021,,2023,5,,
Flower Mound,Place for Craft Beer,Local Pint,,,,,,2018,2019,2020,2021,,2023,5,,
Flower Mound,Neurologist,MD Neurology,,,,,,2018,2019,2020,2021,,2023,5,,
Flower Mound,Painting Company,Nathan's Painters,,,,,,2018,2019,2020,2021,,2023,5,,
Frisco & Plano,Furniture Store,Nebraska Furniture Mart,,,,,,2018,2019,2020,2021,,2023,5,,
Prosper & Celina,Pilates Class,Re:Gen Pilates,,,,,,2018,2019,2020,2021,,2023,5,,
Northeast Tarrant County,Sleep Doctor/Specialist,Southlake Neurology & Sleep Wellness Clinic - Dr. Asher Imam,,,,,,2018,2019,2020,2021,,2023,5,,
Keller,Women's Boutique,Swanky Chic Boutique,,,,,,2018,2019,2020,2021,,2023,5,,
Keller,Wedding/Event Venue,The BowDenton Center,,,,,,2018,2019,2020,2021,,2023,5,,
McKinney & Allen,Fertility & ReProsper & Celinaductive Doctor,Dallas IVF,,,,,2017,,2019,2020,2021,,2023,5,,
McKinney & Allen,Indian Restaurant,Taste Of India,,,,,2017,,2019,2020,2021,,2023,5,,
Frisco & Plano,Allergist,Texas Functional Wellness,,,,,2017,,2019,2020,2021,,2023,5,,
Katy & Fulshear,Urologist,Memorialorial HeRichmondann Urology,,,,,2017,,2019,2020,2021,,2023,5,,
Memorial,Indian Restaurant,Nirvana on Memorialorial,,,,,2017,,2019,2020,2021,,2023,5,,
Katy & Fulshear,Bridal Store,Weddings by Debbie,,,,,2017,,2019,2020,2021,,2023,5,,
Northeast Tarrant County,Pediatrician,Cook Children's Pediatrics,,,,,2017,2018,,2020,2021,,2023,5,,
Arlington & Mansfield,Early Education,Park Row Christian Academy,,,,,2017,2018,,2020,2021,,2023,5,,
Memorial,Pulmonologist,Memorialorial Pulmonology,,,,2016,2017,,,2020,2021,,2023,5,,
Northeast Tarrant County,Remodeler,Stately Design & Renovation,,2014,,,2017,,,2020,2021,,2023,5,,
Frisco & Plano,Pediatrician,Centennial Pediatrics,2013,2014,,,,,,2020,2021,,2023,5,,
Northeast Tarrant County,Facial Treatments,Corinthian Wellness Spa,2013,2014,,,,,,2020,2021,,2023,5,,
Keller,Health Club/Gym,The Kellerler Pointe,,,,,2017,2018,2019,,2021,,2023,5,,
Fort Bend,Insurance Agent (Health),Hoffman Insurance Group,,,,,2017,2018,2019,,2021,,2023,5,,
The Woodlands,Painting Company,Stephens Painting,,,,,2017,2018,2019,,2021,,2023,5,,
Cy-Fair,Orthodontist,True Image Orthodontics,,,,2016,,2018,2019,,2021,,2023,5,,
Northeast Tarrant County,Vein Doctor,"Kallal Medical Group - Dr. Kevin Kallal, MD",,2014,,,2017,,2019,,2021,,2023,5,,
Rockwall & Rowlett,Health Club/Gym,J.E.R. Chilton YMCA at Rockwall & Rowlettwall,,,,2016,2017,2018,,,2021,,2023,5,,
Keller,Home Health Agency,BrightStar Care of Kellerler,,,,,2017,2018,2019,2020,,,2023,5,,
Richardson & Murphy,Orthodontist,Fleming Orthodontics - Dr. Patty Fleming,,,,,2017,2018,2019,2020,,,2023,5,,
Rockwall & Rowlett,Deli,Jason's Deli,,,,2016,2017,2018,,2020,,,2023,5,,
Frisco & Plano,Steak,Bob's Steak & Chop House,2013,2014,2015,,,,,2020,,,2023,5,,
Northeast Tarrant County,Pain Arlington & Mansfieldagement,Spine Team Texas,2013,2014,2015,,,,,2020,,,2023,5,,
Northeast Tarrant County,Orthopedic Surgeon,Texas Orthopedic Specialists,,,,2016,2017,2018,2019,,,,2023,5,,
Fort Bend,Bay Area & Friendswoodrbecue,Brook Street BBQ,,,,2016,2017,2018,2019,,,,2023,5,,
Frisco & Plano,Summer Camp,TLC Schools,2013,,,,2017,2018,2019,,,,2023,5,,
Arlington & Mansfield,Health Food Store,Eterna Health Food,,2014,2015,,,2018,2019,,,,2023,5,,
Katy & Fulshear,Deli,Jason's Deli,,2014,2015,,2017,,2019,,,,2023,5,,
Keller,Orthodontist,McReynolds Orthodontics,,,2015,2016,2017,2018,,,,,2023,5,,
Frisco & Plano,Deli,Jason's Deli,2013,,2015,,2017,2018,,,,,2023,5,,
Arlington & Mansfield,Oral Surgeon,Park Forest Oral Surgery & Dentontal Implant Center,,2014,2015,2016,2017,,,,,,2023,5,,